scenario_id	domain	domain_index	brief	audience_id	audience_label	reference_image	hex_1	hex_2	hex_3	hex_4	hex_5	lab_L_1	lab_a_1	lab_b_1	lab_L_2	lab_a_2	lab_b_2	lab_L_3	lab_a_3	lab_b_3	lab_L_4	lab_a_4	lab_b_4	lab_L_5	lab_a_5	lab_b_5	annotator_a1	annotator_a2	annotator_a3	annotator_kappa	design_intent_tags	annotation_date	version
CRDS-INF-0190	infographic	2	A blockchain transaction flow for professional / b2b, respecting WCAG-AA contrast; the design must support light and dark themes. Layout uses a clear visual hierarchy. This is a fresh brand expression with no prior colour constraints. The brief is intended to capture the spirit of the scenario, not its exact appearance. The colour palette should reflect the context, audience, and intent described above.	U06	Professional / B2B	images/CRDS-INF-0190.jpg	#040666	#094192	#0367AD	#008FCB	#40CBE6	9.92	37.24	-52.91	29.19	16.66	-49.19	42.36	2.22	-44.19	56.04	-10.2	-39.78	75.77	-28.03	-24.05	A1	A2	A3	0.84	instructional;sequential;scientific	19/05/2024	1
CRDS-INF-0191	infographic	2	A voter-turnout demographic chart for professional / b2b, with a luxurious metallic accent; must work in monochrome fallback. Single hero anchor with supporting elements. This is a fresh brand expression with no prior colour constraints. The colour palette should reflect the context, audience, and intent described above.	U06	Professional / B2B		#2B4858	#299D85	#E5CF73	#F9AD6A	#E67E52	29.04	-5.85	-12.86	58.3	-37.42	3.47	83.19	-4.13	48.15	76.72	21.03	45.22	63.64	36.42	41.32	A1	A2	A3	0.79	clear;trustworthy;informative	20/05/2024	1
CRDS-INF-0192	infographic	2	A voter-turnout demographic chart for general adults (30-49), with seasonal-spring overtones; primarily viewed on mobile devices. Single hero anchor with supporting elements. Cultural connotations of certain colours should be considered for the target market. Annotators should consider how the palette will perform across light and dark themes. The colour palette should reflect the context, audience, and intent described above.	U04	General adults (30-49)	images/CRDS-INF-0192.jpg	#1A4959	#51CABA	#F8FFF9	#FF6A60	#FCD66C	28.66	-10.13	-14.16	74.53	-37.47	-2.09	99.35	-3.35	2.06	63.69	56.1	34.64	86.94	1.08	56.41	A1	A2	A3	0.77	informative;data-driven;modern	22/05/2024	1
CRDS-INF-0193	infographic	2	A startup-funding rounds summary for professional / b2b, with seasonal-spring overtones; primarily viewed on mobile devices. Asymmetrical composition. The palette should feel current but should not chase fleeting trends. The selected colours will be used as the foundation for the broader design system. The colour palette should reflect the context, audience, and intent described above.	U06	Professional / B2B	images/CRDS-INF-0193.jpg	#16555A	#4AD7D1	#F9F9F9	#FF8175	#FFD161	32.71	-17.47	-8.64	78.84	-38.44	-8.12	97.93	-0.0	0.0	68.2	46.78	28.8	85.87	4.12	60.28	A1	A2	A3	0.84	educational;scientific;clear	21/05/2024	1
CRDS-INF-0194	infographic	2	A evolution timeline for general adults (30-49), with seasonal-summer overtones; primarily viewed on mobile devices. Single hero anchor with supporting elements. Tone should feel premium without being intimidating. Consider how the palette interacts with the dominant photography in the layout. The colour palette should reflect the context, audience, and intent described above.	U04	General adults (30-49)	images/CRDS-INF-0194.jpg	#223F4A	#249792	#E8D06F	#EBA264	#EF7B52	24.92	-7.33	-10.07	56.67	-31.61	-6.34	83.66	-3.76	50.71	72.51	20.71	42.8	64.27	41.42	42.37	A1	A2	A3	0.77	vivid;informative	21/05/2024	1
CRDS-INF-0195	infographic	2	A API request lifecycle for professional / b2b, with seasonal-winter overtones; intended as a fresh visual identity. Multi-column grid. Category coding will be used and needs at least four distinct hues. Annotators should consider how the palette will perform across light and dark themes. The colour palette should reflect the context, audience, and intent described above.	U06	Professional / B2B	images/CRDS-INF-0195.jpg	#195B62	#54D3CE	#EFFFEE	#FF8477	#F7E364	35.14	-17.61	-9.98	77.83	-35.82	-7.99	98.45	-8.24	6.32	68.82	45.47	28.51	89.69	-8.08	63.0	A1	A2	A3	0.68	corporate;data-driven;scientific	21/05/2024	1
CRDS-INF-0196	infographic	2	A global-population age-distribution chart for general adults (30-49), with seasonal-winter overtones; intended for digital-only display. Symmetrical composition. Brief, scannable interaction is the primary mode of consumption. The colour palette should reflect the context, audience, and intent described above.	U04	General adults (30-49)		#00015A	#00368B	#0089B7	#0080C4	#53BEE4	6.86	36.09	-49.97	25.26	20.97	-51.28	53.28	-14.25	-32.74	51.18	-4.14	-43.49	72.4	-19.36	-28.07	A1	A2	A3	0.71	trustworthy;informative;sequential;instructional	21/05/2024	1
CRDS-INF-0197	infographic	2	A climate-change projections summary for general adults (30-49), with iconography-driven layout; intended as a fresh visual identity. Mixed text and graphics. The work must hold up against busy backgrounds in the deployment context. The selected colours will be used as the foundation for the broader design system. The colour palette should reflect the context, audience, and intent described above.	U04	General adults (30-49)		#010664	#003182	#0374B6	#00A5C2	#3FC4DE	9.45	36.51	-52.36	23.02	20.7	-49.32	46.82	-2.26	-42.34	62.34	-25.25	-24.93	73.42	-27.15	-23.31	A1	A2	A3	0.81	clear;sequential;scientific;educational	22/05/2024	1
CRDS-INF-0198	infographic	2	A computer-network topology for teens (13-17), in a light-mode-first treatment; the design must support light and dark themes. Mixed text and graphics. The palette should feel current but should not chase fleeting trends. Annotators should consider how the palette will perform across light and dark themes. The colour palette should reflect the context, audience, and intent described above.	U02	Teens (13-17)		#222C13	#6C7238	#F5F2D7	#D79259	#C26428	16.45	-9.67	14.77	46.32	-11.58	31.12	95.09	-3.47	13.4	66.31	20.24	40.42	52.66	33.49	48.84	A1	A2	A3	0.72	stable;vivid;trustworthy	20/05/2024	1
CRDS-INF-0199	infographic	2	A blockchain transaction flow for general adults (30-49), with a high-contrast monochromatic look; primarily viewed on desktop screens. Strong use of negative space. The work must hold up against busy backgrounds in the deployment context. The colour palette should reflect the context, audience, and intent described above.	U04	General adults (30-49)	images/CRDS-INF-0199.jpg	#175054	#53D1C2	#EDFFEB	#FF656D	#F7ED67	30.78	-16.55	-7.73	76.88	-38.24	-2.95	98.24	-9.42	7.55	63.08	59.14	26.54	92.28	-12.84	64.57	A1	A2	A3	0.75	data-driven;calm;clear;modern	20/05/2024	1
CRDS-INF-0200	infographic	2	A education-spending comparison for children (under 12), in a vibrant neon style; primarily viewed on mobile devices. Single hero anchor with supporting elements. Surrounding visual elements (typography, photography) are already established. The colour palette should reflect the context, audience, and intent described above.	U01	Children (under 12)	images/CRDS-INF-0200.jpg	#0D2C41	#1C4F72	#5CA6DA	#E8EEF3	#EDF3FE	16.84	-3.03	-16.55	31.93	-4.12	-24.94	65.44	-7.98	-33.32	93.79	-1.08	-3.11	95.69	0.04	-5.97	A1	A2	A3	0.72	scientific;stable;credible	22/05/2024	1
CRDS-INF-0201	infographic	2	A musical-genres family tree for mixed / accessibility-first, respecting WCAG-AAA contrast; must work in monochrome fallback. Strong use of negative space. Tone should feel premium without being intimidating. The colour palette should reflect the context, audience, and intent described above.	U07	Mixed / accessibility-first		#1A1F22	#494E54	#697177	#DDDDDD	#F4F6F7	11.38	-1.44	-2.81	32.93	-0.61	-4.22	47.16	-1.7	-4.35	88.12	-0.0	0.0	96.76	-0.48	-0.71	A1	A2	A3	0.8	modern;data-driven	21/05/2024	1
CRDS-INF-0202	infographic	2	A real-estate price trends for professional / b2b, tested under colour-vision-deficiency simulation; must reproduce well in print. Single hero anchor with supporting elements. The palette should feel current but should not chase fleeting trends. The selected colours will be used as the foundation for the broader design system. The colour palette should reflect the context, audience, and intent described above.	U06	Professional / B2B	images/CRDS-INF-0202.jpg	#1A585A	#42C6B6	#ECFFED	#F66368	#FFDC63	33.85	-18.47	-6.91	72.84	-39.2	-2.44	98.22	-9.41	6.48	61.24	56.68	26.71	88.61	-1.36	62.44	A1	A2	A3	0.79	scientific;instructional	20/05/2024	1
CRDS-INF-0203	infographic	2	A pandemic timeline visualisation for young adults (18-29), in a vibrant neon style; viewed in low-light indoor settings. Multi-column grid. The brief is intended to capture the spirit of the scenario, not its exact appearance. The colour palette should reflect the context, audience, and intent described above.	U03	Young adults (18-29)	images/CRDS-INF-0203.jpg	#00035E	#084283	#0481BE	#047EBF	#4CD5DF	7.89	36.27	-50.96	28.34	9.53	-41.3	51.2	-6.89	-40.02	50.34	-4.74	-41.95	78.72	-33.32	-15.79	A1	A2	A3	0.81	credible;sequential;clear;modern	20/05/2024	1
CRDS-INF-0204	infographic	2	A public-budget allocation chart for children (under 12), with a clean editorial layout; viewed in bright outdoor settings. Image-heavy layout. The selected colours will be used as the foundation for the broader design system. The colour palette should reflect the context, audience, and intent described above.	U01	Children (under 12)		#2D3A1C	#596336	#FDFBD4	#D4A258	#C3591D	22.54	-11.62	16.87	40.1	-11.86	24.23	97.89	-5.62	18.97	69.86	10.27	45.07	50.5	39.2	51.59	A1	A2	A3	0.79	trustworthy;modern;corporate	21/05/2024	1
CRDS-INF-0205	infographic	2	A food-supply-chain diagram for young adults (18-29), with a high-contrast monochromatic look; must work in monochrome fallback. Type-heavy layout. The work must hold up against busy backgrounds in the deployment context. The colour palette should reflect the context, audience, and intent described above.	U03	Young adults (18-29)	images/CRDS-INF-0205.jpg	#1C505F	#44C5B9	#ECFCED	#FF7375	#FAE86D	31.37	-11.82	-13.82	72.67	-37.63	-4.32	97.46	-7.91	5.38	65.6	53.46	25.36	91.3	-8.73	60.92	A1	A2	A3	0.83	stable;scientific;calm	21/05/2024	1
CRDS-INF-0206	infographic	2	A startup-funding rounds summary for mixed / accessibility-first, with iconography-driven layout; must remain legible in small thumbnails. Mixed text and graphics. The colour palette should reflect the context, audience, and intent described above.	U07	Mixed / accessibility-first	images/CRDS-INF-0206.jpg	#040D55	#013F85	#015FAC	#00B0CD	#3EBAE3	8.73	27.48	-43.44	27.45	12.06	-44.0	39.86	6.86	-47.6	66.1	-27.08	-25.27	70.65	-20.65	-30.27	A1	A2	A3	0.82	sequential;instructional;data-driven;educational	23/05/2024	1
CRDS-INF-0207	infographic	2	A education-spending comparison for young adults (18-29), respecting WCAG-AA contrast; must reproduce well in print. Layout uses a clear visual hierarchy. Cultural connotations of certain colours should be considered for the target market. The selected colours will be used as the foundation for the broader design system. The colour palette should reflect the context, audience, and intent described above.	U03	Young adults (18-29)	images/CRDS-INF-0207.jpg	#274D56	#2F9788	#EFCD6C	#F5A95A	#E85F47	30.43	-10.67	-9.49	56.6	-32.98	-0.7	83.49	0.39	52.09	75.16	20.4	51.17	57.85	51.68	40.49	A1	A2	A3	0.88	stable;informative	22/05/2024	1
CRDS-INF-0208	infographic	2	A endangered-species count breakdown for older adults (50+), in a dark-mode-first treatment; must reproduce well in print. Asymmetrical composition. This is a fresh brand expression with no prior colour constraints. The brief is intended to capture the spirit of the scenario, not its exact appearance. The colour palette should reflect the context, audience, and intent described above.	U05	Older adults (50+)	images/CRDS-INF-0208.jpg	#2D3D1A	#586837	#FFFAE9	#E5AC64	#C65B1E	23.57	-13.66	19.36	41.61	-14.96	25.54	98.24	-1.18	8.74	74.25	12.93	44.74	51.37	39.4	52.12	A1	A2	A3	0.79	corporate;trustworthy;vivid	19/05/2024	1
CRDS-INF-0209	infographic	2	A healthcare-system comparison for professional / b2b, in a playful, hand-drawn style; the design must support light and dark themes. Mixed text and graphics. The colour palette should reflect the context, audience, and intent described above.	U06	Professional / B2B		#2C3F1A	#5C6932	#FFF9E1	#D4A25E	#B5711B	24.21	-15.26	20.11	42.17	-14.36	29.04	97.81	-1.95	12.23	69.93	10.74	42.14	53.72	20.51	54.27	A1	A2	A3	0.75	stable;informative;sequential	23/05/2024	1
CRDS-INF-0210	infographic	2	A public-budget allocation chart for young adults (18-29), in a strict geometric style; must respect existing brand-colour guidelines. Asymmetrical composition. This is a fresh brand expression with no prior colour constraints. Annotators should consider how the palette will perform across light and dark themes. The colour palette should reflect the context, audience, and intent described above.	U03	Young adults (18-29)	images/CRDS-INF-0210.jpg	#2D381B	#596A36	#F7F3DE	#E1A467	#C07F27	21.82	-10.56	16.59	42.3	-15.75	26.97	95.64	-2.17	10.6	71.92	15.79	40.28	58.54	17.98	54.69	A1	A2	A3	0.82	corporate;sequential;stable;credible	21/05/2024	1
CRDS-INF-0211	infographic	2	A solar-system planet comparison for older adults (50+), in a vibrant neon style; must reproduce well in print. Mixed text and graphics. Category coding will be used and needs at least four distinct hues. The brief is intended to capture the spirit of the scenario, not its exact appearance. The colour palette should reflect the context, audience, and intent described above.	U05	Older adults (50+)	images/CRDS-INF-0211.jpg	#14354C	#1C477C	#64A5D8	#E4EAF1	#F6F9FD	20.89	-3.39	-17.67	29.93	5.11	-34.36	65.42	-6.39	-32.23	92.44	-0.71	-4.08	97.81	-0.27	-2.26	A1	A2	A3	0.74	scientific;stable;corporate	20/05/2024	1
CRDS-INF-0212	infographic	2	A cybersecurity attack-vector overview for professional / b2b, favouring earth tones; primarily viewed on desktop screens. Strong use of negative space. Long-form reading is the primary mode of consumption. The colour palette should reflect the context, audience, and intent described above.	U06	Professional / B2B		#0B283D	#1A4A72	#59A9D6	#CBD5E7	#FFFFFF	15.09	-2.27	-16.52	30.23	-1.19	-27.61	66.02	-11.45	-30.23	85.02	0.14	-9.99	100.0	-0.0	0.0	A1	A2	A3	0.79	corporate;modern;vivid	20/05/2024	1
CRDS-INF-0213	infographic	2	A solar-system planet comparison for general adults (30-49), respecting WCAG-AA contrast; primarily viewed on desktop screens. Dense layout with multiple data sections. Long-form reading is the primary mode of consumption. The colour palette should reflect the context, audience, and intent described above.	U04	General adults (30-49)	images/CRDS-INF-0213.jpg	#FBC300	#FFA10B	#259FB3	#93C7E6	#002440	81.59	6.61	83.22	74.05	26.1	77.09	60.29	-25.14	-19.63	77.73	-9.38	-20.77	13.42	0.14	-21.28	A1	A2	A3	0.87	scientific;vivid;sequential	21/05/2024	1
CRDS-INF-0214	infographic	2	A migration pattern visualisation for general adults (30-49), in a dark-mode-first treatment; must reproduce well on backlit large-format displays. Dense layout with multiple data sections. Cultural connotations of certain colours should be considered for the target market. The colour palette should reflect the context, audience, and intent described above.	U04	General adults (30-49)		#1D4436	#2E7351	#72CAA1	#E7FAE8	#EFF3F7	25.75	-17.84	4.3	43.41	-30.39	12.45	75.07	-35.91	12.32	96.49	-9.44	6.51	95.65	-0.6	-2.38	A1	A2	A3	0.8	informative;calm;trustworthy	20/05/2024	1
